,C1,C2,C3,state,action,optimal_cost,year
570,23.179477659131486,23.679477659131486,82.24947765913149,9,0,23.179477659131486,58
571,27.510642455554006,26.179477659131486,82.24947765913149,8,1,26.179477659131486,58
572,36.434534791201514,36.010642455554006,82.24947765913149,7,1,36.010642455554006,58
573,53.422058676546506,52.934534791201514,82.24947765913149,6,1,52.934534791201514,58
574,68.6716783018925,96.9220586765465,82.24947765913149,5,0,68.6716783018925,58
575,77.84076692682856,122.1716783018925,82.24947765913149,4,0,77.84076692682856,58
576,581.3194776591315,133.34076692682856,82.24947765913149,3,2,82.24947765913149,58
577,2081.3194776591317,1638.3194776591317,1082.2494776591316,2,2,1082.2494776591316,58
578,2081.3194776591317,2139.3194776591317,1082.2494776591316,1,2,1082.2494776591316,58
579,2081.3194776591317,2139.8194776591317,1082.2494776591316,0,2,1082.2494776591316,58
580,22.249477659131486,22.749477659131486,81.31947765913148,9,0,22.249477659131486,59
581,26.58062894792506,25.249477659131486,81.31947765913148,8,1,25.249477659131486,59
582,35.50445198888071,35.080628947925064,81.31947765913148,7,1,35.080628947925064,59
583,52.493060479642196,52.00445198888071,81.31947765913148,6,1,52.00445198888071,59
584,67.75563740738956,95.9930604796422,81.31947765913148,5,0,67.75563740738956,59
585,76.91604635241892,121.25563740738956,81.31947765913148,4,0,76.91604635241892,59
586,580.3894776591314,132.4160463524189,81.31947765913148,3,2,81.31947765913148,59
587,2080.3894776591314,1637.3894776591314,1081.3194776591315,2,2,1081.3194776591315,59
588,2080.3894776591314,2138.3894776591314,1081.3194776591315,1,2,1081.3194776591315,59
589,2080.3894776591314,2138.8894776591314,1081.3194776591315,0,2,1081.3194776591315,59
590,21.319477659131486,21.819477659131486,80.38947765913149,9,0,21.319477659131486,60
591,25.65057021910354,24.319477659131486,80.38947765913149,8,1,24.319477659131486,60
592,34.574092341318085,34.15057021910354,80.38947765913149,7,1,34.15057021910354,60
593,51.56303381557118,51.074092341318085,80.38947765913149,6,1,51.074092341318085,60
594,66.84040498936375,95.06303381557117,80.38947765913149,5,0,66.84040498936375,60
595,75.99272916962191,120.34040498936375,80.38947765913149,4,0,75.99272916962191,60
596,579.4594776591316,131.4927291696219,80.38947765913149,3,2,80.38947765913149,60
597,2079.4594776591316,1636.4594776591316,1080.3894776591314,2,2,1080.3894776591314,60
598,2079.4594776591316,2137.4594776591316,1080.3894776591314,1,2,1080.3894776591314,60
599,2079.4594776591316,2137.9594776591316,1080.3894776591314,0,2,1080.3894776591314,60
600,20.389477659131487,20.889477659131487,79.4594776591315,9,0,20.389477659131487,61
601,24.72031487640127,23.389477659131487,79.4594776591315,8,1,23.389477659131487,61
602,33.642533187861375,33.220314876401275,79.4594776591315,7,1,33.220314876401275,61
603,50.62835630932324,50.142533187861375,79.4594776591315,6,1,50.142533187861375,61
604,65.92587349574815,94.12835630932324,79.4594776591315,5,0,65.92587349574815,61
605,75.07118843190418,119.42587349574815,79.4594776591315,4,0,75.07118843190418,61
606,578.5294776591315,130.57118843190418,79.4594776591315,3,2,79.4594776591315,61
607,2078.5294776591318,1635.5294776591318,1079.4594776591316,2,2,1079.4594776591316,61
608,2078.5294776591318,2136.5294776591318,1079.4594776591316,1,2,1079.4594776591316,61
609,2078.5294776591318,2137.0294776591318,1079.4594776591316,0,2,1079.4594776591316,61
610,19.459477659131487,19.959477659131487,78.52947765913149,9,0,19.459477659131487,62
611,23.78920469073925,22.459477659131487,78.52947765913149,8,1,22.459477659131487,62
